card_id,card_name,expansion,collection_no,table_page,image_page,width,height,format,image_path,id_only_path
235,Budew,PRE,4,8,274,660,920,jpg,named/0235_Budew_PRE_4.jpg,by_id/235.jpg
236,Leafeon ex,PRE,6,8,275,660,920,jpg,named/0236_Leafeon_ex_PRE_6.jpg,by_id/236.jpg
237,Cottonee,PRE,7,8,276,660,920,jpg,named/0237_Cottonee_PRE_7.jpg,by_id/237.jpg
238,Whimsicott,PRE,8,8,277,660,920,jpg,named/0238_Whimsicott_PRE_8.jpg,by_id/238.jpg
239,Flareon ex,PRE,14,8,278,660,920,jpg,named/0239_Flareon_ex_PRE_14.jpg,by_id/239.jpg
240,Seaking,PRE,21,8,279,660,920,jpg,named/0240_Seaking_PRE_21.jpg,by_id/240.jpg
241,Vaporeon ex,PRE,23,8,280,660,920,jpg,named/0241_Vaporeon_ex_PRE_23.jpg,by_id/241.jpg
242,Feebas,TWM,49,8,281,660,920,jpg,named/0242_Feebas_TWM_49.jpg,by_id/242.jpg
243,Glaceon ex,PRE,26,8,282,660,920,jpg,named/0243_Glaceon_ex_PRE_26.jpg,by_id/243.jpg
244,Jolteon ex,PRE,30,8,283,660,920,jpg,named/0244_Jolteon_ex_PRE_30.jpg,by_id/244.jpg
245,Alakazam,TWM,82,8,284,660,920,jpg,named/0245_Alakazam_TWM_82.jpg,by_id/245.jpg
246,Espeon ex,PRE,34,8,285,660,920,jpg,named/0246_Espeon_ex_PRE_34.jpg,by_id/246.jpg
247,Swirlix,TWM,89,8,286,660,920,jpg,named/0247_Swirlix_TWM_89.jpg,by_id/247.jpg
248,Umbreon ex,PRE,60,8,287,660,920,jpg,named/0248_Umbreon_ex_PRE_60.jpg,by_id/248.jpg
249,Eevee ex,PRE,75,8,288,660,920,jpg,named/0249_Eevee_ex_PRE_75.jpg,by_id/249.jpg
250,Hoothoot,PRE,77,8,289,660,920,jpg,named/0250_Hoothoot_PRE_77.jpg,by_id/250.jpg
251,Regigigas,PRE,86,8,290,660,920,jpg,named/0251_Regigigas_PRE_86.jpg,by_id/251.jpg
252,Caterpie,JTG,1,8,291,660,920,jpg,named/0252_Caterpie_JTG_1.jpg,by_id/252.jpg
253,Metapod,JTG,2,8,292,660,920,jpg,named/0253_Metapod_JTG_2.jpg,by_id/253.jpg
254,Butterfree,JTG,3,8,293,660,920,jpg,named/0254_Butterfree_JTG_3.jpg,by_id/254.jpg
255,Maractus,JTG,8,8,294,660,920,jpg,named/0255_Maractus_JTG_8.jpg,by_id/255.jpg
256,Magmortar,JTG,21,8,295,660,920,jpg,named/0256_Magmortar_JTG_21.jpg,by_id/256.jpg
257,N’s Darumaka,JTG,26,8,296,660,920,jpg,named/0257_N's_Darumaka_JTG_26.jpg,by_id/257.jpg
258,N’s Darmanitan,JTG,27,8,297,660,920,jpg,named/0258_N's_Darmanitan_JTG_27.jpg,by_id/258.jpg
259,Volcanion ex,JTG,31,8,298,660,920,jpg,named/0259_Volcanion_ex_JTG_31.jpg,by_id/259.jpg
260,Lotad,JTG,35,8,299,660,920,jpg,named/0260_Lotad_JTG_35.jpg,by_id/260.jpg
261,Lombre,JTG,36,8,300,660,920,jpg,named/0261_Lombre_JTG_36.jpg,by_id/261.jpg
262,Ludicolo,JTG,37,8,301,660,920,jpg,named/0262_Ludicolo_JTG_37.jpg,by_id/262.jpg
263,Wailmer,JTG,40,8,302,660,920,jpg,named/0263_Wailmer_JTG_40.jpg,by_id/263.jpg
264,Wailord,JTG,41,8,303,660,920,jpg,named/0264_Wailord_JTG_41.jpg,by_id/264.jpg
265,Iono’s Voltorb,JTG,47,9,304,660,920,jpg,named/0265_Iono's_Voltorb_JTG_47.jpg,by_id/265.jpg
266,Iono’s Electrode,JTG,48,9,305,660,920,jpg,named/0266_Iono's_Electrode_JTG_48.jpg,by_id/266.jpg
267,N’s Joltik,JTG,49,9,306,660,920,jpg,named/0267_N's_Joltik_JTG_49.jpg,by_id/267.jpg
268,Iono’s Tadbulb,JTG,52,9,307,660,920,jpg,named/0268_Iono's_Tadbulb_JTG_52.jpg,by_id/268.jpg
269,Iono’s Bellibolt ex,JTG,53,9,308,660,920,jpg,named/0269_Iono's_Bellibolt_ex_JTG_53.jpg,by_id/269.jpg
270,Iono’s Wattrel,JTG,54,9,309,660,920,jpg,named/0270_Iono's_Wattrel_JTG_54.jpg,by_id/270.jpg
271,Iono’s Kilowattrel,JTG,55,9,310,660,920,jpg,named/0271_Iono's_Kilowattrel_JTG_55.jpg,by_id/271.jpg
272,Lillie’s Clefairy ex,JTG,56,9,311,660,920,jpg,named/0272_Lillie's_Clefairy_ex_JTG_56.jpg,by_id/272.jpg
273,Banette,JTG,60,9,312,660,920,jpg,named/0273_Banette_JTG_60.jpg,by_id/273.jpg
274,Beldum,JTG,61,9,313,660,920,jpg,named/0274_Beldum_JTG_61.jpg,by_id/274.jpg
275,Metang,JTG,62,9,314,660,920,jpg,named/0275_Metang_JTG_62.jpg,by_id/275.jpg
276,Metagross,JTG,63,9,315,660,920,jpg,named/0276_Metagross_JTG_63.jpg,by_id/276.jpg
277,N’s Sigilyph,JTG,64,9,316,660,920,jpg,named/0277_N's_Sigilyph_JTG_64.jpg,by_id/277.jpg
278,Lillie’s Cutiefly,JTG,66,9,317,660,920,jpg,named/0278_Lillie's_Cutiefly_JTG_66.jpg,by_id/278.jpg
279,Lillie’s Ribombee,JTG,67,9,318,660,920,jpg,named/0279_Lillie's_Ribombee_JTG_67.jpg,by_id/279.jpg
280,Lillie’s Comfey,JTG,68,9,319,660,920,jpg,named/0280_Lillie's_Comfey_JTG_68.jpg,by_id/280.jpg
281,Swinub,JTG,77,9,320,660,920,jpg,named/0281_Swinub_JTG_77.jpg,by_id/281.jpg
282,Piloswine,JTG,78,9,321,660,920,jpg,named/0282_Piloswine_JTG_78.jpg,by_id/282.jpg
283,Mamoswine ex,JTG,79,9,322,660,920,jpg,named/0283_Mamoswine_ex_JTG_79.jpg,by_id/283.jpg
284,Larvitar,JTG,80,9,323,660,920,jpg,named/0284_Larvitar_JTG_80.jpg,by_id/284.jpg
285,Pupitar,JTG,81,9,324,660,920,jpg,named/0285_Pupitar_JTG_81.jpg,by_id/285.jpg
286,Rockruff,JTG,84,9,325,660,920,jpg,named/0286_Rockruff_JTG_84.jpg,by_id/286.jpg
287,Lycanroc,JTG,85,9,326,660,920,jpg,named/0287_Lycanroc_JTG_85.jpg,by_id/287.jpg
288,Hop’s Silicobra,JTG,86,9,327,660,920,jpg,named/0288_Hop's_Silicobra_JTG_86.jpg,by_id/288.jpg
289,Hop’s Sandaconda,JTG,87,9,328,660,920,jpg,named/0289_Hop's_Sandaconda_JTG_87.jpg,by_id/289.jpg
290,Tyranitar,JTG,95,9,329,660,920,jpg,named/0290_Tyranitar_JTG_95.jpg,by_id/290.jpg
291,N’s Purrloin,JTG,96,9,330,660,920,jpg,named/0291_N's_Purrloin_JTG_96.jpg,by_id/291.jpg
292,N’s Zorua,JTG,97,9,331,660,920,jpg,named/0292_N's_Zorua_JTG_97.jpg,by_id/292.jpg
293,N’s Zoroark ex,JTG,98,9,332,660,920,jpg,named/0293_N's_Zoroark_ex_JTG_98.jpg,by_id/293.jpg
294,N’s Klink,JTG,103,9,333,660,920,jpg,named/0294_N's_Klink_JTG_103.jpg,by_id/294.jpg
295,N’s Klang,JTG,104,9,334,660,920,jpg,named/0295_N's_Klang_JTG_104.jpg,by_id/295.jpg
296,N’s Klinklang,JTG,105,9,335,660,920,jpg,named/0296_N's_Klinklang_JTG_105.jpg,by_id/296.jpg
297,Magearna,JTG,107,9,336,660,920,jpg,named/0297_Magearna_JTG_107.jpg,by_id/297.jpg
298,Hop’s Corviknight,JTG,108,10,337,660,920,jpg,named/0298_Hop's_Corviknight_JTG_108.jpg,by_id/298.jpg
299,Hop’s Zacian ex,JTG,111,10,338,660,920,jpg,named/0299_Hop's_Zacian_ex_JTG_111.jpg,by_id/299.jpg
300,Bagon,JTG,112,10,339,660,920,jpg,named/0300_Bagon_JTG_112.jpg,by_id/300.jpg
301,Shelgon,JTG,113,10,340,660,920,jpg,named/0301_Shelgon_JTG_113.jpg,by_id/301.jpg
302,Salamence ex,JTG,114,10,341,660,920,jpg,named/0302_Salamence_ex_JTG_114.jpg,by_id/302.jpg
303,N’s Reshiram,JTG,116,10,342,660,920,jpg,named/0303_N's_Reshiram_JTG_116.jpg,by_id/303.jpg
304,Hop’s Snorlax,JTG,117,10,343,660,920,jpg,named/0304_Hop's_Snorlax_JTG_117.jpg,by_id/304.jpg
305,Dunsparce,JTG,120,10,344,660,920,jpg,named/0305_Dunsparce_JTG_120.jpg,by_id/305.jpg
306,Dudunsparce ex,JTG,121,10,345,660,920,jpg,named/0306_Dudunsparce_ex_JTG_121.jpg,by_id/306.jpg
307,Hop’s Rookidee,JTG,133,10,346,660,920,jpg,named/0307_Hop's_Rookidee_JTG_133.jpg,by_id/307.jpg
308,Hop’s Corvisquire,JTG,134,10,347,660,920,jpg,named/0308_Hop's_Corvisquire_JTG_134.jpg,by_id/308.jpg
309,Hop’s Wooloo,JTG,135,10,348,660,920,jpg,named/0309_Hop's_Wooloo_JTG_135.jpg,by_id/309.jpg
310,Hop’s Dubwool,JTG,136,10,349,660,920,jpg,named/0310_Hop's_Dubwool_JTG_136.jpg,by_id/310.jpg
311,Hop’s Cramorant,JTG,138,10,350,660,920,jpg,named/0311_Hop's_Cramorant_JTG_138.jpg,by_id/311.jpg
312,Sandy Shocks,TEF,98,10,351,660,920,jpg,named/0312_Sandy_Shocks_TEF_98.jpg,by_id/312.jpg
313,Miraidon ex,TEF,122,10,352,660,920,jpg,named/0313_Miraidon_ex_TEF_122.jpg,by_id/313.jpg
314,Marill,SCR,33,10,353,660,920,jpg,named/0314_Marill_SCR_33.jpg,by_id/314.jpg
315,Azumarill,SSP,74,10,354,660,923,jpg,named/0315_Azumarill_SSP_74.jpg,by_id/315.jpg
316,Sylveon ex,SSP,86,10,355,660,923,jpg,named/0316_Sylveon_ex_SSP_86.jpg,by_id/316.jpg
317,Eevee,SSP,143,10,356,660,923,jpg,named/0317_Eevee_SSP_143.jpg,by_id/317.jpg
318,Ho-Oh,SSP,19,10,357,660,923,jpg,named/0318_Ho-Oh_SSP_19.jpg,by_id/318.jpg
319,Charcadet,SSP,32,10,358,660,923,jpg,named/0319_Charcadet_SSP_32.jpg,by_id/319.jpg
320,Ceruledge ex,SSP,36,10,359,660,923,jpg,named/0320_Ceruledge_ex_SSP_36.jpg,by_id/320.jpg
321,Petilil,JTG,6,10,360,660,920,jpg,named/0321_Petilil_JTG_6.jpg,by_id/321.jpg
322,Lilligant,JTG,7,10,361,660,920,jpg,named/0322_Lilligant_JTG_7.jpg,by_id/322.jpg
323,Nymble,JTG,19,10,362,660,920,jpg,named/0323_Nymble_JTG_19.jpg,by_id/323.jpg
324,Torchic,JTG,22,10,363,660,920,jpg,named/0324_Torchic_JTG_22.jpg,by_id/324.jpg
325,Combusken,JTG,23,10,364,660,920,jpg,named/0325_Combusken_JTG_23.jpg,by_id/325.jpg
326,Blaziken ex,JTG,24,10,365,660,920,jpg,named/0326_Blaziken_ex_JTG_24.jpg,by_id/326.jpg
327,Slowpoke,PRE,18,10,366,660,920,jpg,named/0327_Slowpoke_PRE_18.jpg,by_id/327.jpg
328,Pikachu ex,PRE,28,10,367,660,920,jpg,named/0328_Pikachu_ex_PRE_28.jpg,by_id/328.jpg
329,Tapu Koko ex,JTG,51,10,368,660,920,jpg,named/0329_Tapu_Koko_ex_JTG_51.jpg,by_id/329.jpg
330,Sylveon,PRE,40,10,369,660,920,jpg,named/0330_Sylveon_PRE_40.jpg,by_id/330.jpg
331,XerneasEX,PROMO,179,11,370,450,630,jpg,named/0331_XerneasEX_PROMO_179.jpg,by_id/331.jpg
332,Dhelmise,JTG,70,11,371,660,920,jpg,named/0332_Dhelmise_JTG_70.jpg,by_id/332.jpg
333,Riolu,PRE,50,11,372,660,920,jpg,named/0333_Riolu_PRE_50.jpg,by_id/333.jpg
334,Sneasel,PRE,61,11,373,660,920,jpg,named/0334_Sneasel_PRE_61.jpg,by_id/334.jpg
335,Bronzor,PRE,66,11,374,660,920,jpg,named/0335_Bronzor_PRE_66.jpg,by_id/335.jpg
336,Zacian ex,SVP,198,11,375,450,630,jpg,named/0336_Zacian_ex_SVP_198.jpg,by_id/336.jpg
337,LugiaEX,PRE,82,11,376,660,920,jpg,named/0337_LugiaEX_PRE_82.jpg,by_id/337.jpg
338,Ethan's Pinsir,DRI,1,11,377,660,920,jpg,named/0338_Ethan's_Pinsir_DRI_1.jpg,by_id/338.jpg
339,Yanma,DRI,2,11,378,660,920,jpg,named/0339_Yanma_DRI_2.jpg,by_id/339.jpg
340,Yanmega ex,DRI,3,11,379,660,920,jpg,named/0340_Yanmega_ex_DRI_3.jpg,by_id/340.jpg
341,Cynthia's Roselia,DRI,7,11,380,660,920,jpg,named/0341_Cynthia's_Roselia_DRI_7.jpg,by_id/341.jpg
342,Cynthia's Roserade,DRI,8,11,381,660,920,jpg,named/0342_Cynthia's_Roserade_DRI_8.jpg,by_id/342.jpg
343,Shaymin,DRI,10,11,382,660,920,jpg,named/0343_Shaymin_DRI_10.jpg,by_id/343.jpg
344,Dwebble,DRI,11,11,383,660,920,jpg,named/0344_Dwebble_DRI_11.jpg,by_id/344.jpg
345,Crustle,DRI,12,11,384,660,920,jpg,named/0345_Crustle_DRI_12.jpg,by_id/345.jpg
346,Applin,DRI,16,11,385,660,920,jpg,named/0346_Applin_DRI_16.jpg,by_id/346.jpg
347,Dipplin,DRI,17,11,386,660,920,jpg,named/0347_Dipplin_DRI_17.jpg,by_id/347.jpg
348,Hydrapple,DRI,18,11,387,660,920,jpg,named/0348_Hydrapple_DRI_18.jpg,by_id/348.jpg
349,Teal Mask Ogerpon,DRI,26,11,388,660,920,jpg,named/0349_Teal_Mask_Ogerpon_DRI_26.jpg,by_id/349.jpg
350,Ponyta,DRI,29,11,389,660,920,jpg,named/0350_Ponyta_DRI_29.jpg,by_id/350.jpg
351,Rapidash,DRI,30,11,390,660,920,jpg,named/0351_Rapidash_DRI_30.jpg,by_id/351.jpg
352,Ethan's Cyndaquil,DRI,32,11,391,660,920,jpg,named/0352_Ethan's_Cyndaquil_DRI_32.jpg,by_id/352.jpg
353,Ethan's Quilava,DRI,33,11,392,660,920,jpg,named/0353_Ethan's_Quilava_DRI_33.jpg,by_id/353.jpg
354,Ethan's Typhlosion,DRI,34,11,393,660,920,jpg,named/0354_Ethan's_Typhlosion_DRI_34.jpg,by_id/354.jpg
355,Ethan's Slugma,DRI,35,11,394,660,920,jpg,named/0355_Ethan's_Slugma_DRI_35.jpg,by_id/355.jpg
356,Ethan's Magcargo,DRI,36,11,395,660,920,jpg,named/0356_Ethan's_Magcargo_DRI_36.jpg,by_id/356.jpg
357,Ethan's Ho-Oh ex,DRI,39,11,396,660,920,jpg,named/0357_Ethan's_Ho-Oh_ex_DRI_39.jpg,by_id/357.jpg
358,Hearthflame Mask Ogerpon,DRI,44,11,397,660,920,jpg,named/0358_Hearthflame_Mask_Ogerpon_DRI_44.jpg,by_id/358.jpg
359,Misty's Psyduck,DRI,45,11,398,660,920,jpg,named/0359_Misty's_Psyduck_DRI_45.jpg,by_id/359.jpg
360,Misty's Staryu,DRI,46,11,399,660,920,jpg,named/0360_Misty's_Staryu_DRI_46.jpg,by_id/360.jpg
361,Misty's Starmie,DRI,47,11,400,660,920,jpg,named/0361_Misty's_Starmie_DRI_47.jpg,by_id/361.jpg
362,Misty's Magikarp,DRI,48,11,401,660,920,jpg,named/0362_Misty's_Magikarp_DRI_48.jpg,by_id/362.jpg
363,Misty's Gyarados,DRI,49,11,402,660,920,jpg,named/0363_Misty's_Gyarados_DRI_49.jpg,by_id/363.jpg
364,Misty's Lapras,DRI,50,12,403,660,920,jpg,named/0364_Misty's_Lapras_DRI_50.jpg,by_id/364.jpg
365,Cynthia's Feebas,DRI,52,12,404,660,920,jpg,named/0365_Cynthia's_Feebas_DRI_52.jpg,by_id/365.jpg
366,Cynthia's Milotic,DRI,53,12,405,660,920,jpg,named/0366_Cynthia's_Milotic_DRI_53.jpg,by_id/366.jpg
367,Buizel,DRI,57,12,406,660,920,jpg,named/0367_Buizel_DRI_57.jpg,by_id/367.jpg
368,Floatzel,DRI,58,12,407,660,920,jpg,named/0368_Floatzel_DRI_58.jpg,by_id/368.jpg
369,Dondozo ex,DRI,66,12,408,660,920,jpg,named/0369_Dondozo_ex_DRI_66.jpg,by_id/369.jpg
370,Wellspring Mask Ogerpon,DRI,67,12,409,660,920,jpg,named/0370_Wellspring_Mask_Ogerpon_DRI_67.jpg,by_id/370.jpg
371,Electabuzz,DRI,68,12,410,660,920,jpg,named/0371_Electabuzz_DRI_68.jpg,by_id/371.jpg
372,Electivire ex,DRI,69,12,411,660,920,jpg,named/0372_Electivire_ex_DRI_69.jpg,by_id/372.jpg
373,Ethan's Pichu,DRI,71,12,412,660,920,jpg,named/0373_Ethan's_Pichu_DRI_71.jpg,by_id/373.jpg
374,Electrike,DRI,75,12,413,660,920,jpg,named/0374_Electrike_DRI_75.jpg,by_id/374.jpg
375,Manectric,DRI,76,12,414,660,920,jpg,named/0375_Manectric_DRI_76.jpg,by_id/375.jpg
376,Rotom,DRI,77,12,415,660,920,jpg,named/0376_Rotom_DRI_77.jpg,by_id/376.jpg
377,Zeraora,DRI,78,12,416,660,920,jpg,named/0377_Zeraora_DRI_78.jpg,by_id/377.jpg
378,Ethan's Sudowoodo,DRI,93,12,417,660,920,jpg,named/0378_Ethan's_Sudowoodo_DRI_93.jpg,by_id/378.jpg
379,Cynthia's Gible,DRI,102,12,418,660,920,jpg,named/0379_Cynthia's_Gible_DRI_102.jpg,by_id/379.jpg
380,Cynthia's Gabite,DRI,103,12,419,660,920,jpg,named/0380_Cynthia's_Gabite_DRI_103.jpg,by_id/380.jpg
381,Cynthia's Garchomp ex,DRI,104,12,420,660,920,jpg,named/0381_Cynthia's_Garchomp_ex_DRI_104.jpg,by_id/381.jpg
382,Mudbray,DRI,107,12,421,660,920,jpg,named/0382_Mudbray_DRI_107.jpg,by_id/382.jpg
383,Mudsdale,DRI,108,12,422,660,920,jpg,named/0383_Mudsdale_DRI_108.jpg,by_id/383.jpg
384,Arven's Toedscool,DRI,109,12,423,660,920,jpg,named/0384_Arven's_Toedscool_DRI_109.jpg,by_id/384.jpg
385,Arven's Toedscruel,DRI,110,12,424,660,920,jpg,named/0385_Arven's_Toedscruel_DRI_110.jpg,by_id/385.jpg
386,Cornerstone Mask Ogerpon,DRI,111,12,425,660,920,jpg,named/0386_Cornerstone_Mask_Ogerpon_DRI_111.jpg,by_id/386.jpg
387,Cynthia's Spiritomb,DRI,129,12,426,660,920,jpg,named/0387_Cynthia's_Spiritomb_DRI_129.jpg,by_id/387.jpg
388,Arven's Maschiff,DRI,138,12,427,660,920,jpg,named/0388_Arven's_Maschiff_DRI_138.jpg,by_id/388.jpg
389,Arven's Mabosstiff ex,DRI,139,12,428,660,920,jpg,named/0389_Arven's_Mabosstiff_ex_DRI_139.jpg,by_id/389.jpg
390,Tauros,DRI,152,12,429,660,920,jpg,named/0390_Tauros_DRI_152.jpg,by_id/390.jpg
391,Arven's Skwovet,DRI,158,12,430,660,920,jpg,named/0391_Arven's_Skwovet_DRI_158.jpg,by_id/391.jpg
392,Arven's Greedent,DRI,159,12,431,660,920,jpg,named/0392_Arven's_Greedent_DRI_159.jpg,by_id/392.jpg
393,Pineco,DRI,4,12,432,660,920,jpg,named/0393_Pineco_DRI_4.jpg,by_id/393.jpg
394,Shroomish,DRI,5,12,433,660,920,jpg,named/0394_Shroomish_DRI_5.jpg,by_id/394.jpg
395,Breloom,DRI,6,12,434,660,920,jpg,named/0395_Breloom_DRI_6.jpg,by_id/395.jpg
396,Mow Rotom,DRI,9,12,435,660,920,jpg,named/0396_Mow_Rotom_DRI_9.jpg,by_id/396.jpg
397,Fomantis,DRI,13,13,436,660,920,jpg,named/0397_Fomantis_DRI_13.jpg,by_id/397.jpg
398,Lurantis,DRI,14,13,437,660,920,jpg,named/0398_Lurantis_DRI_14.jpg,by_id/398.jpg
399,Team Rocket's Blipbug,DRI,15,13,438,660,920,jpg,named/0399_Team_Rocket's_Blipbug_DRI_15.jpg,by_id/399.jpg
400,Team Rocket's Tarountula,DRI,19,13,439,660,920,jpg,named/0400_Team_Rocket's_Tarountula_DRI_19.jpg,by_id/400.jpg
401,Team Rocket's Spidops,DRI,20,13,440,660,920,jpg,named/0401_Team_Rocket's_Spidops_DRI_20.jpg,by_id/401.jpg
402,Smoliv,DRI,21,13,441,660,920,jpg,named/0402_Smoliv_DRI_21.jpg,by_id/402.jpg
403,Dolliv,DRI,22,13,442,660,920,jpg,named/0403_Dolliv_DRI_22.jpg,by_id/403.jpg
404,Arboliva ex,DRI,23,13,443,660,920,jpg,named/0404_Arboliva_ex_DRI_23.jpg,by_id/404.jpg
405,Growlithe,DRI,27,13,444,660,920,jpg,named/0405_Growlithe_DRI_27.jpg,by_id/405.jpg
406,Arcanine,DRI,28,13,445,660,920,jpg,named/0406_Arcanine_DRI_28.jpg,by_id/406.jpg
407,Team Rocket's Moltres ex,DRI,31,13,446,660,920,jpg,named/0407_Team_Rocket's_Moltres_ex_DRI_31.jpg,by_id/407.jpg
408,Team Rocket's Houndour,DRI,37,13,447,660,920,jpg,named/0408_Team_Rocket's_Houndour_DRI_37.jpg,by_id/408.jpg
409,Team Rocket's Houndoom,DRI,38,13,448,660,920,jpg,named/0409_Team_Rocket's_Houndoom_DRI_38.jpg,by_id/409.jpg
410,Torchic,DRI,40,13,449,660,920,jpg,named/0410_Torchic_DRI_40.jpg,by_id/410.jpg
411,Combusken,DRI,41,13,450,660,920,jpg,named/0411_Combusken_DRI_41.jpg,by_id/411.jpg
412,Blaziken,DRI,42,13,451,660,920,jpg,named/0412_Blaziken_DRI_42.jpg,by_id/412.jpg
413,Heat Rotom,DRI,43,13,452,660,920,jpg,named/0413_Heat_Rotom_DRI_43.jpg,by_id/413.jpg
414,Team Rocket's Articuno,DRI,51,13,453,660,920,jpg,named/0414_Team_Rocket's_Articuno_DRI_51.jpg,by_id/414.jpg
415,Clamperl,DRI,54,13,454,660,920,jpg,named/0415_Clamperl_DRI_54.jpg,by_id/415.jpg
416,Huntail,DRI,55,13,455,660,920,jpg,named/0416_Huntail_DRI_55.jpg,by_id/416.jpg
417,Gorebyss,DRI,56,13,456,660,920,jpg,named/0417_Gorebyss_DRI_56.jpg,by_id/417.jpg
418,Snover,DRI,59,13,457,660,920,jpg,named/0418_Snover_DRI_59.jpg,by_id/418.jpg
419,Abomasnow,DRI,60,13,458,660,920,jpg,named/0419_Abomasnow_DRI_60.jpg,by_id/419.jpg
420,Wash Rotom,DRI,61,13,459,660,920,jpg,named/0420_Wash_Rotom_DRI_61.jpg,by_id/420.jpg
421,Arrokuda,DRI,62,13,460,660,920,jpg,named/0421_Arrokuda_DRI_62.jpg,by_id/421.jpg
422,Barraskewda,DRI,63,13,461,660,920,jpg,named/0422_Barraskewda_DRI_63.jpg,by_id/422.jpg
423,Cetoddle,DRI,64,13,462,660,920,jpg,named/0423_Cetoddle_DRI_64.jpg,by_id/423.jpg
424,Cetitan ex,DRI,65,13,463,660,920,jpg,named/0424_Cetitan_ex_DRI_65.jpg,by_id/424.jpg
425,Team Rocket's Zapdos,DRI,70,13,464,660,920,jpg,named/0425_Team_Rocket's_Zapdos_DRI_70.jpg,by_id/425.jpg
426,Team Rocket's Mareep,DRI,72,13,465,660,920,jpg,named/0426_Team_Rocket's_Mareep_DRI_72.jpg,by_id/426.jpg
427,Team Rocket's Flaaffy,DRI,73,13,466,660,920,jpg,named/0427_Team_Rocket's_Flaaffy_DRI_73.jpg,by_id/427.jpg
428,Team Rocket's Ampharos,DRI,74,13,467,660,920,jpg,named/0428_Team_Rocket's_Ampharos_DRI_74.jpg,by_id/428.jpg
429,Team Rocket's Drowzee,DRI,79,13,468,660,920,jpg,named/0429_Team_Rocket's_Drowzee_DRI_79.jpg,by_id/429.jpg
430,Team Rocket's Hypno,DRI,80,14,469,660,920,jpg,named/0430_Team_Rocket's_Hypno_DRI_80.jpg,by_id/430.jpg
431,Team Rocket's Mewtwo ex,DRI,81,14,470,660,920,jpg,named/0431_Team_Rocket's_Mewtwo_ex_DRI_81.jpg,by_id/431.jpg
432,Team Rocket's Wobbuffet,DRI,82,14,471,660,920,jpg,named/0432_Team_Rocket's_Wobbuffet_DRI_82.jpg,by_id/432.jpg
433,Team Rocket's Chingling,DRI,85,14,472,660,920,jpg,named/0433_Team_Rocket's_Chingling_DRI_85.jpg,by_id/433.jpg
434,Team Rocket's Mimikyu,DRI,87,14,473,660,920,jpg,named/0434_Team_Rocket's_Mimikyu_DRI_87.jpg,by_id/434.jpg
435,Team Rocket's Dottler,DRI,88,14,474,660,920,jpg,named/0435_Team_Rocket's_Dottler_DRI_88.jpg,by_id/435.jpg
436,Team Rocket's Orbeetle,DRI,89,14,475,660,920,jpg,named/0436_Team_Rocket's_Orbeetle_DRI_89.jpg,by_id/436.jpg
437,Mankey,DRI,90,14,476,660,920,jpg,named/0437_Mankey_DRI_90.jpg,by_id/437.jpg
438,Primeape,DRI,91,14,477,660,920,jpg,named/0438_Primeape_DRI_91.jpg,by_id/438.jpg
439,Annihilape,DRI,92,14,478,660,920,jpg,named/0439_Annihilape_DRI_92.jpg,by_id/439.jpg
440,Team Rocket's Larvitar,DRI,94,14,479,660,920,jpg,named/0440_Team_Rocket's_Larvitar_DRI_94.jpg,by_id/440.jpg
441,Team Rocket's Pupitar,DRI,95,14,480,660,920,jpg,named/0441_Team_Rocket's_Pupitar_DRI_95.jpg,by_id/441.jpg
442,Team Rocket's Tyranitar,DRI,96,14,481,660,920,jpg,named/0442_Team_Rocket's_Tyranitar_DRI_96.jpg,by_id/442.jpg
443,Nosepass,DRI,97,14,482,660,920,jpg,named/0443_Nosepass_DRI_97.jpg,by_id/443.jpg
444,Probopass,DRI,98,14,483,660,920,jpg,named/0444_Probopass_DRI_98.jpg,by_id/444.jpg
445,Meditite,DRI,99,14,484,660,920,jpg,named/0445_Meditite_DRI_99.jpg,by_id/445.jpg
446,Medicham,DRI,100,14,485,660,920,jpg,named/0446_Medicham_DRI_100.jpg,by_id/446.jpg
447,Regirock ex,DRI,101,14,486,660,920,jpg,named/0447_Regirock_ex_DRI_101.jpg,by_id/447.jpg
448,Team Rocket's Ekans,DRI,112,14,487,660,920,jpg,named/0448_Team_Rocket's_Ekans_DRI_112.jpg,by_id/448.jpg
449,Team Rocket's Arbok,DRI,113,14,488,660,920,jpg,named/0449_Team_Rocket's_Arbok_DRI_113.jpg,by_id/449.jpg
450,Team Rocket's NidoranI,DRI,114,14,489,660,920,jpg,named/0450_Team_Rocket's_NidoranI_DRI_114.jpg,by_id/450.jpg
451,Team Rocket's Nidorina,DRI,115,14,490,660,920,jpg,named/0451_Team_Rocket's_Nidorina_DRI_115.jpg,by_id/451.jpg
452,Team Rocket's Nidoqueen,DRI,116,14,491,660,920,jpg,named/0452_Team_Rocket's_Nidoqueen_DRI_116.jpg,by_id/452.jpg
453,Team Rocket's NidoranI,DRI,117,14,492,660,920,jpg,named/0453_Team_Rocket's_NidoranI_DRI_117.jpg,by_id/453.jpg
454,Team Rocket's Nidorino,DRI,118,14,493,660,920,jpg,named/0454_Team_Rocket's_Nidorino_DRI_118.jpg,by_id/454.jpg
455,Team Rocket's Nidoking ex,DRI,119,14,494,660,920,jpg,named/0455_Team_Rocket's_Nidoking_ex_DRI_119.jpg,by_id/455.jpg
456,Team Rocket's Zubat,DRI,120,14,495,660,920,jpg,named/0456_Team_Rocket's_Zubat_DRI_120.jpg,by_id/456.jpg
